,-636,-635,-634,-633,-632,-631,-630,-629,-628,-627,-626,-625,-624,-623,-622,-621,-620,-619,-618,-617,-616,-615,-614,-613,-612,-611,-610,-609,-608,-607,-606,-605,-604,-603,-602,-601,-600,-599,-598,-597,-596,-595,-594,-593,-592,-591,-590,-589,-588,-587,-586,-585,-584,-583,-582,-581,-580,-579,-578,-577,-576,-575,-574,-573,-572,-571,-570,-569,-568,-567,-566,-565,-564,-563,-562,-561,-560,-559,-558,-557,-556,-555,-554,-553,-552,-551,-550,-549,-548,-547,-546,-545,-544,-543,-542,-541,-540,-539,-538,-537,-536,-535,-534,-533,-532,-531,-530,-529,-528,-527,-526,-525,-524,-523,-522,-521,-520,-519,-518,-517,-516,-515,-514,-513,-512,-511,-510,-509,-508,-507,-506,-505,-504,-503,-502,-501,-500,-499,-498,-497,-496,-495,-494,-493,-492,-491,-490,-489,-488,-487,-486,-485,-484,-483,-482,-481,-480,-479,-478,-477,-476,-475,-474,-473,-472,-471,-470,-469,-468,-467,-466,-465,-464,-463,-462,-461,-460,-459,-458,-457,-456,-455,-454,-453,-452,-451,-450,-449,-448,-447,-446,-445,-444,-443,-442,-441,-440,-439,-438,-437,-436,-435,-434,-433,-432,-431,-430,-429,-428,-427,-426,-425,-424,-423,-422,-421,-420,-419,-418,-417,-416,-415,-414,-413,-412,-411,-410,-409,-408,-407,-406,-405,-404,-403,-402,-401,-400,-399,-398,-397,-396,-395,-394,-393,-392,-391,-390,-389,-388,-387,-386,-385,-384,-383,-382,-381,-380,-379,-378,-377,-376,-375,-374,-373,-372,-371,-370,-369,-368,-367,-366,-365,-364,-363,-362,-361,-360,-359,-358,-357,-356,-355,-354,-353,-352,-351,-350,-349,-348,-347,-346,-345,-344,-343,-342,-341,-340,-339,-338,-337,-336,-335,-334,-333,-332,-331,-330,-329,-328,-327,-326,-325,-324,-323,-322,-321,-320,-319,-318,-317,-316,-315,-314,-313,-312,-311,-310,-309,-308,-307,-306,-305,-304,-303,-302,-301,-300,-299,-298,-297,-296,-295,-294,-293,-292,-291,-290,-289,-288,-287,-286,-285,-284,-283,-282,-281,-280,-279,-278,-277,-276,-275,-274,-273,-272,-271,-270,-269,-268,-267,-266,-265,-264,-263,-262,-261,-260,-259,-258,-257,-256,-255,-254,-253,-252,-251,-250,-249,-248,-247,-246,-245,-244,-243,-242,-241,-240,-239,-238,-237,-236,-235,-234,-233,-232,-231,-230,-229,-228,-227,-226,-225,-224,-223,-222,-221,-220,-219,-218,-217,-216,-215,-214,-213,-212,-211,-210,-209,-208,-207,-206,-205,-204,-203,-202,-201,-200,-199,-198,-197,-196,-195,-194,-193,-192,-191,-190,-189,-188,-187,-186,-185,-184,-183,-182,-181,-180,-179,-178,-177,-176,-175,-174,-173,-172,-171,-170,-169,-168,-167,-166,-165,-164,-163,-162,-161,-160,-159,-158,-157,-156,-155,-154,-153,-152,-151,-150,-149,-148,-147,-146,-145,-144,-143,-142,-141,-140,-139,-138,-137,-136,-135,-134,-133,-132,-131,-130,-129,-128,-127,-126,-125,-124,-123,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0
BR,0,0,0,0,0,0,0,0,2,1,0,1,3,2,2,4,0,6,3,5,2,1,0,0,6,1,19,2,4,0,2,0,6,11,2,1,10,17,13,17,27,53,28,26,69,20,37,22,41,15,36,11,7,7,8,29,32,96,42,130,74,46,34,145,142,103,96,257,211,179,228,180,163,231,68,149,174,206,242,138,151,230,126,146,233,239,177,208,243,250,148,193,186,187,148,130,100,250,213,162,228,157,223,215,190,302,244,394,370,216,478,426,349,403,280,385,749,704,352,709,1266,1116,1432,1320,1385,1742,1667,1412,1076,1109,1502,1625,1820,2803,2605,2192,2480,2328,2082,2986,3521,2762,2297,2464,2701,3416,3646,3992,3934,3021,4071,3741,3906,3911,3536,2187,2525,3257,2884,2451,2461,2238,2247,1227,1444,2163,1860,1998,2087,2078,1324,1928,1969,1922,1978,1727,1797,1369,1667,1498,1543,1710,1421,1523,1137,1575,1531,1592,1147,1616,1555,1314,1609,1598,1203,1632,1457,1527,1150,1439,1435,1370,1431,983,1261,907,1265,1304,1244,1155,1140,1302,732,1223,1326,1276,1062,1173,1152,912,1837,1277,1058,1093,1054,749,513,678,780,783,1018,800,777,577,846,541,741,746,819,801,865,798,702,523,581,588,247,517,513,734,794,495,278,385,412,653,763,682,698,713,606,457,482,680,571,619,573,585,439,684,690,595,618,596,500,425,572,565,588,535,712,599,287,497,640,668,640,474,545,309,622,474,392,463,397,282,344,411,408,377,452,493,359,213,344,294,314,346,239,211,144,189,209,168,168,149,131,82,160,86,134,121,123,116,75,118,92,64,90,88,53,56,92,64,57,78,44,51,44,56,38,63,67,57,94,84,59,54,61,46,45,25,22,41,31,40,38,22,30,21,41,44,45,28,38,50,26,49,58,107,90,88,126,90,111,170,258,211,195,351,239,74,259,488,662,836,864,935,1080,1527,1911,2174,3469,3756,2999,4157,4786,6133,6253,7870,8690,7487,10455,12222,11489,12672,12359,12795,11801,12604,13374,13089,15853,13789,13534,11407,14794,14836,15126,13466,12948,11259,10174,10920,9863,7752,7494,7336,6894,5920,6286,6059,5871,5154,4375,4002,2844,3306,2603,2568,1785,1491,1475,1113,1174,1158,1106,991,1007,920,762,711,589,551,566,432,487,324,410,370,385,347,349,294,245,268,298,212,207,190,185,165,190,260,187,181,136,109,76,143,104,115,95,87,136,72,102,113,125,90,79,81,54,82,88,61,85,75,81,58,68,76,46,72,44,45,37,60,46,44,55,36,34,43,44,47,43,47,39,28,14,21,16,15,11,8,20,8,9,31,15,21,11,11,6,8,10,10,6,11,8,6,6,19,10,12,14,7,6,12,7,12,7,10,13,7,6,11,4,10,5,7,3,1,4,6,3,4,3,3,2,2,4,4,4,9,2,6,4,8,5,0,5,2,5,3,6,3,9,4,2,8,5,6,6,5,8,4,9,7,2,5,4,2,3,4,6,4,1,4,3,1,4,1,16,4,3,3,3,5,2,6,5,3,5,2,4,2,5,0,1,6,7,6,9,17,12
KA,6,0,1,2,5,1,0,5,6,7,8,10,4,9,17,2,5,13,9,14,4,16,7,12,12,6,16,10,8,17,15,13,19,36,44,25,6,18,10,9,18,29,26,3,9,11,12,30,24,12,13,37,22,20,12,48,41,54,14,63,34,28,69,36,55,99,149,67,143,138,216,130,93,101,135,115,248,141,299,187,388,267,257,515,378,239,308,161,120,204,271,308,176,213,317,204,210,337,416,453,249,322,397,442,445,918,1267,1105,947,1272,1502,1694,1839,1925,1843,1498,2062,2228,2313,2798,2627,2738,2496,3176,4169,3693,4537,4120,3648,3649,4764,5030,5007,5072,5199,5324,5536,5503,6128,5483,5172,5532,4752,6259,5619,6805,6670,7178,5985,4267,6257,7883,6706,7908,8818,7040,6317,7665,8642,7385,7571,7330,5938,5851,8161,8580,9386,8960,8324,8852,6495,9058,9860,8865,9280,9746,9319,5773,7866,9540,9217,9464,9140,9894,8244,7576,9725,9366,8626,8364,8191,7339,6974,6997,7710,8655,8811,9543,6892,10453,8856,10070,8793,9886,10145,7051,9993,10947,10704,10913,10517,9523,7606,8191,9265,8477,7542,7184,7012,5018,6297,5872,5778,5356,4471,4439,3130,3691,3146,4025,3589,3014,3652,2576,2756,3377,3156,2960,2258,2740,1963,2362,2584,2116,2016,2154,1565,1157,1336,1791,1849,1781,1781,1704,1509,1870,1630,1505,1526,1522,1291,998,1330,1440,1446,1247,1325,1321,998,1280,1279,1238,1210,1203,1196,830,1185,1240,1236,1222,1152,1194,772,1141,958,1143,1005,857,911,653,662,973,952,877,755,810,600,815,784,761,970,899,792,496,751,746,408,708,584,745,435,645,501,674,324,902,573,375,529,428,550,468,464,522,388,395,426,474,430,531,487,328,366,415,430,380,419,414,368,438,378,406,386,490,413,317,383,334,453,571,523,521,349,437,528,571,677,580,622,436,590,760,783,833,921,934,932,1135,1275,1488,1587,1798,1715,1445,2010,2298,2523,2566,2886,3082,2792,2975,4225,4234,4991,4373,4553,5279,6150,6976,6570,7955,6955,10250,9579,8778,11265,14738,14859,17489,19067,15785,21794,23558,25795,26962,29438,34804,29744,31830,39047,35024,48296,40990,37733,44438,44631,50112,49058,48781,47563,47930,39305,39510,39998,35297,41779,41664,31531,38603,30309,34281,28869,32218,31183,25979,25311,22758,26811,24214,22823,20628,20378,16604,14304,16387,18324,16068,13800,12209,11958,9808,10959,11042,8249,9785,7810,6835,5041,7345,5983,5783,5815,4517,4867,3709,4436,3979,3310,4272,3604,2576,3222,3382,3203,2984,2082,1564,2848,3104,2743,2530,2290,2162,1978,1386,1913,1990,1977,1806,1869,1708,1291,1464,1639,1653,1705,1857,1001,1606,1501,1531,2052,1890,1987,1875,1285,1674,1769,1785,1805,1610,1598,1186,1338,1826,1857,1669,1632,1431,1065,1298,1365,1432,1453,1350,1189,1151,1259,1224,1213,1301,1229,1262,973,1217,1159,1240,1220,983,1117,973,851,1102,1074,967,801,803,673,559,1116,1108,1003,889,783,677,818,847,836,789,787,775,504,629,539,933,589,636,664,397,522,523,442,397,451,406,373,332,357,310,470,264,326,214,349,462,365,378,371,388,290,277,282,478,381,347,292,188,239,254,261,214,224,239,283,293,328,286,227,245,236,171,255,308,313,242,213,247,178,224,254,306,402,322,315,257,291,322,363,413,397,456,301,299,399,373,314
