,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0
Delhi,53.9,53.7,53.7,52.0,51.2,49.5,46.1,43.1,41.7,42.2,40.4,37.9,34.6,44.7,45.9,47.7,50.0,49.3,49.9,46.2,47.1,48.3,50.5,38.9,37.9,36.4,33.5,35.6,36.6,38.2,39.0,41.1,39.4,37.6,35.9,38.6,38.2,38.7,38.7,37.9,36.3,34.5,35.3,38.4,37.0,34.0,34.1,31.8,31.1,32.4,35.1,34.4,34.7,33.2,34.2,34.2,33.9,35.1,35.6,34.5,32.7,31.8,31.9,31.7,31.1,31.0,30.5,29.3,26.9,27.5,27.1,27.0,27.4,28.3,29.2,29.3,31.3,31.9,34.6,34.7,35.9,38.2,36.2,35.6,36.0,37.3,36.4,36.2,36.7,35.5,35.1,36.0,38.2,41.0,42.5,42.1,40.5,41.3,41.0,43.2,42.9,40.7,39.6,36.0,33.1,33.0,34.4,32.3,30.6,29.1,29.5,29.7,30.7,49.8,52.5,54.1,57.4,59.1,61.5,64.8,66.9,67.6,68.9
