,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0
Odisha,1137.0,1144.5,1150.9,1132.6,1104.2,1070.2,1032.6,1007.6,1023.1,1017.6,1000.9,975.5,932.3,881.6,864.5,862.6,872.2,850.8,831.6,793.9,766.6,753.2,752.5,774.9,754.3,749.9,729.2,715.1,706.4,722.6,733.3,724.4,713.9,676.1,650.8,616.0,613.1,612.1,605.4,590.6,567.1,550.3,558.8,576.1,587.2,601.7,602.2,583.8,568.8,563.0,572.2,573.7,548.1,536.5,523.3,508.4,509.2,523.0,520.9,517.0,522.0,519.1,524.2,532.9,544.3,545.7,522.2,508.3,489.9,492.9,483.6,491.2,485.0,467.6,460.2,456.0,463.5,474.1,481.3,462.2,443.7,440.1,425.0,413.6,401.1,393.7,367.4,333.3,323.9,315.0,307.2,297.1,292.6,286.2,278.7,269.8,271.3,271.1,261.9,257.2,251.8,237.0,230.4,221.2,217.7,220.3,235.3,236.6,240.4,236.6,232.1,231.0,234.2,242.3,248.1,238.6,224.0,212.6,201.3,207.7,207.5,213.3,206.9
