,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0
Meghalaya,464.3,472.2,455.0,437.2,421.6,405.3,378.1,348.5,362.7,344.8,321.6,310.4,302.5,284.4,277.8,265.7,266.7,268.0,261.6,251.8,238.8,233.5,224.1,227.2,218.1,220.4,206.5,194.4,187.0,195.4,204.1,191.5,182.2,185.5,171.9,170.8,181.4,192.6,185.4,180.4,179.0,180.2,185.0,188.7,194.4,190.9,183.1,169.1,166.7,166.8,162.3,162.8,159.2,150.1,142.9,131.7,127.9,126.5,129.1,120.3,113.3,104.2,100.5,90.0,87.5,86.0,83.0,79.1,73.1,71.5,73.5,72.3,68.9,67.5,63.7,56.9,51.7,51.3,51.3,48.0,44.7,41.7,41.6,39.0,36.3,37.9,37.9,36.1,33.6,32.7,30.9,31.5,27.7,29.4,27.9,26.1,25.2,25.3,25.4,26.4,27.4,27.8,27.9,26.3,28.0,34.0,33.2,31.4,29.7,29.4,27.3,26.0,26.9,26.5,26.3,21.0,20.5,20.5,20.5,18.7,18.2,18.4,17.0
