,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0
Telangana,542.9,529.1,510.9,490.6,456.9,439.7,424.5,422.0,417.6,404.1,392.3,370.1,362.8,359.7,371.8,367.0,359.2,349.3,334.1,332.2,329.6,338.7,334.6,327.5,321.5,308.8,305.0,302.3,309.5,307.0,295.2,292.6,286.2,285.9,288.9,298.3,294.1,288.4,281.0,266.8,265.6,260.4,261.3,254.5,244.8,237.2,228.3,225.8,222.3,229.5,230.1,227.7,222.0,213.5,210.3,207.3,209.0,205.0,203.1,197.6,192.4,188.7,188.2,190.4,186.5,175.1,167.5,162.1,162.8,164.0,166.9,166.9,166.6,168.9,165.6,173.1,181.0,187.4,183.7,180.9,178.6,172.4,169.1,165.1,167.2,159.9,156.0,153.8,148.9,147.6,148.1,152.4,151.7,152.2,152.3,152.2,151.9,152.2,154.8,153.1,149.5,146.5,141.5,138.0,137.6,142.7,142.6,143.0,144.2,143.3,148.0,154.2,163.2,168.4,172.9,178.6,179.5,181.9,186.2,193.2,194.9,196.0,195.5
