,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0
Madhya Pradesh,14.5,13.6,12.7,11.5,11.7,10.6,10.4,10.3,11.1,10.9,10.6,10.3,9.7,8.6,7.8,7.7,8.2,8.0,7.4,7.6,7.9,8.5,9.3,10.6,12.3,13.9,13.4,13.8,14.2,14.1,13.6,14.1,14.4,13.8,12.3,10.8,10.4,9.9,8.9,8.8,9.1,8.3,8.1,8.2,11.1,12.0,12.2,12.4,12.5,12.5,12.9,13.2,12.5,12.1,9.9,9.3,10.0,9.6,9.5,9.5,9.0,9.3,10.0,10.1,9.9,9.5,8.3,8.4,8.4,8.6,8.8,8.6,8.2,8.3,8.0,8.2,10.5,12.0,13.3,13.2,12.9,13.3,13.3,13.2,12.9,13.1,11.0,9.7,8.4,7.8,8.1,7.0,7.4,7.3,7.8,8.1,8.3,8.0,7.9,8.3,8.0,8.6,9.1,9.5,9.6,10.5,11.1,11.6,13.4,14.5,15.1,16.0,16.0,15.9,16.2,15.8,15.3,16.1,15.4,15.0,15.7,15.2,15.0
