,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0
Gujarat,20.1,19.6,20.2,21.2,20.4,19.5,19.3,19.1,19.1,18.7,18.6,18.4,17.5,16.4,16.5,16.7,16.3,15.0,14.3,13.8,13.5,13.3,12.9,13.1,12.9,12.7,13.3,14.1,14.6,15.3,16.2,16.5,17.2,16.8,16.4,16.5,16.8,17.5,17.1,16.0,15.3,15.1,15.4,16.8,17.4,17.5,17.4,17.0,18.1,19.3,19.9,20.1,20.8,20.5,20.2,20.9,20.9,20.8,20.3,20.7,20.5,21.0,20.5,20.8,22.8,21.9,22.0,21.0,20.9,20.3,19.9,19.1,19.4,19.2,17.4,17.6,18.4,19.1,19.6,20.0,21.7,22.4,21.9,22.5,23.8,24.6,23.6,23.5,23.1,23.8,22.7,24.9,26.9,26.0,26.8,27.0,27.9,29.8,33.3,34.8,36.4,35.8,34.0,34.4,34.3,34.6,34.8,34.0,31.4,29.6,28.7,29.1,31.4,33.9,34.8,36.3,38.0,39.1,42.4,46.5,50.8,53.1,55.7
