,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0
West Bengal,697.9,715.1,716.1,704.0,690.1,668.6,648.4,645.5,662.9,674.8,672.6,654.0,631.1,621.9,625.4,646.9,662.5,664.0,655.9,631.1,617.9,629.7,648.2,655.5,654.7,653.7,633.9,627.9,638.0,659.4,680.1,687.4,693.0,675.0,675.3,678.9,699.1,710.9,708.6,699.7,676.8,655.3,648.5,672.5,676.6,678.5,682.6,657.9,655.9,667.2,689.7,706.8,714.6,710.1,695.8,681.5,685.3,715.2,722.8,725.6,726.7,716.5,717.2,724.2,717.1,700.3,666.0,651.3,641.9,636.9,647.6,670.3,678.1,698.4,744.3,779.7,816.0,851.2,881.2,906.8,918.1,926.2,914.1,902.9,895.9,907.2,902.9,872.3,845.6,807.7,788.5,782.4,795.3,795.1,790.4,786.1,788.0,802.9,816.8,842.5,851.4,838.6,825.9,801.4,786.2,779.0,776.6,765.7,749.6,735.1,698.5,696.5,690.6,694.8,683.6,665.4,651.6,627.1,607.7,593.6,599.2,591.5,585.7
