,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0
Uttarakhand,34.1,32.8,30.7,28.9,28.1,27.0,26.3,27.6,27.8,25.4,23.5,22.3,21.8,21.4,23.0,23.7,23.8,22.6,20.9,23.2,23.9,25.2,26.3,28.4,26.6,25.7,25.0,24.5,24.1,21.9,21.1,21.0,18.9,17.2,17.7,21.0,20.5,21.6,22.5,21.5,20.6,19.4,20.5,20.3,19.8,16.4,16.0,14.9,14.3,14.8,14.4,14.5,12.7,12.2,12.5,12.2,12.8,12.2,12.6,13.2,13.1,12.5,14.0,13.4,14.5,14.3,12.9,13.0,11.4,10.3,10.5,11.2,10.4,11.4,9.2,9.3,9.7,10.5,11.0,11.1,11.8,10.9,10.5,9.6,9.7,9.2,8.3,7.8,7.3,6.9,7.5,7.8,8.3,8.7,9.6,11.9,12.3,11.9,12.0,12.9,11.8,12.1,11.9,11.7,10.9,10.5,10.6,11.1,12.1,14.5,14.3,16.0,19.7,21.0,21.2,19.7,19.7,19.5,20.2,18.3,18.4,16.6,13.9
