,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0
Assam,1005.3,971.3,929.4,898.4,832.8,811.1,786.6,793.7,753.0,730.9,706.3,646.4,640.1,620.1,647.9,628.3,604.1,598.8,556.8,539.8,532.8,556.5,541.9,542.8,528.1,504.0,517.7,506.2,519.6,509.5,492.1,484.7,455.2,455.2,450.3,462.6,445.8,425.7,419.5,401.7,407.6,401.8,416.6,397.3,388.6,381.7,354.5,368.7,371.2,381.9,374.0,360.2,344.1,326.3,319.0,320.0,330.4,318.7,311.5,302.2,280.6,277.3,275.3,273.5,260.9,237.1,234.0,225.0,223.0,231.0,245.8,257.2,266.1,281.0,274.2,292.1,299.9,303.8,306.2,303.1,300.6,283.4,281.5,276.1,289.8,274.1,263.3,262.8,244.3,240.1,236.5,241.6,237.1,235.2,229.7,225.7,227.1,227.9,239.2,231.2,225.5,223.0,207.0,201.1,199.7,208.2,197.1,189.9,177.2,170.5,165.5,156.1,165.7,158.9,152.5,148.0,143.9,144.6,147.3,147.4,148.0,147.7,140.2
