,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0
Tripura,207.7,207.8,195.4,182.9,172.7,153.4,149.5,145.0,152.6,141.0,128.1,125.0,111.5,114.3,112.5,118.7,115.7,109.0,103.8,98.6,92.1,91.1,97.0,86.7,81.3,78.6,70.5,68.6,63.9,66.6,66.1,59.2,53.2,49.3,47.5,43.1,41.0,42.7,39.5,36.2,33.1,35.2,35.9,36.1,34.2,31.8,33.8,27.9,27.6,26.5,27.3,24.3,20.7,19.1,16.4,15.9,15.1,14.5,13.8,13.2,12.9,11.2,10.7,11.3,11.3,10.3,9.5,9.4,9.8,10.6,9.3,9.1,9.9,9.1,9.3,9.4,10.6,11.8,11.7,10.6,11.0,12.0,11.2,12.2,13.1,13.5,12.6,11.4,10.9,11.7,13.2,13.1,13.0,12.4,11.7,11.4,11.8,12.1,11.2,9.9,8.4,8.5,7.7,7.5,8.3,8.8,7.9,8.0,9.2,8.9,8.3,8.5,9.9,10.5,9.6,9.4,9.7,9.5,9.0,10.1,10.7,9.9,9.1
