,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0
Chandigarh,4.3,4.9,5.9,6.3,6.3,6.1,6.1,6.7,6.7,6.4,6.5,305.7,304.4,304.1,304.2,304.6,304.9,304.2,304.2,304.3,304.3,4.2,4.2,4.5,4.8,4.4,3.8,3.7,4.5,4.3,4.0,4.1,4.4,4.6,4.3,4.3,4.6,4.8,3.8,3.9,4.3,4.6,4.7,4.2,4.3,4.5,4.2,4.5,4.3,4.3,4.2,3.7,3.4,3.5,3.8,3.8,4.2,5.1,5.4,5.3,4.9,4.8,5.0,4.8,5.2,5.0,4.7,3.4,3.3,3.3,3.3,3.5,3.5,3.6,2.8,2.8,2.7,2.9,2.9,3.0,3.4,3.6,3.4,3.4,3.3,3.2,3.3,2.9,2.7,2.6,2.5,2.2,2.2,2.3,2.4,2.7,3.0,3.0,2.9,2.8,2.7,2.7,3.0,3.2,3.5,3.7,4.1,4.8,5.2,5.4,5.8,6.5,6.5,6.5,6.3,6.0,5.8,6.2,6.5,6.7,16.0,15.3,15.2
